iter	MultiClass
265	0.09004598228
266	0.08960968821
267	0.08931151802
268	0.08903719795
269	0.08867740526
270	0.08849306111
271	0.08805267023
272	0.08772704356
273	0.08737220717
274	0.08708041742
275	0.08676894487
276	0.08649386549
277	0.08627751699
278	0.08605300348
279	0.08580001146
280	0.08558360024
281	0.08518664332
282	0.08495595091
283	0.08458802273
284	0.08427789794
285	0.08403620241
286	0.08369555863
287	0.08350691514
288	0.08337684493
289	0.08309299268
290	0.0827204458
291	0.08253682877
292	0.08210684201
293	0.08177034425
294	0.08134131041
295	0.08122312544
296	0.08107465937
297	0.08088208771
298	0.08053532666
299	0.0803442674
300	0.08012144444
301	0.07988441402
302	0.07956404849
303	0.07935734362
304	0.07911784909
305	0.07891161898
306	0.07869274499
307	0.07848952839
308	0.07803177363
309	0.07765733537
310	0.07739376948
311	0.07708995182
312	0.07686783403
313	0.0766018661
314	0.0763019
315	0.07600023558
316	0.07583189146
317	0.07560505889
318	0.07534866065
319	0.07508572938
320	0.07476650185
321	0.07452660994
322	0.07434712073
323	0.07412708099
324	0.07392314555
325	0.07379896339
326	0.07367077636
327	0.07345039977
328	0.07327711402
329	0.07313157089
330	0.07290761209
331	0.07278322935
332	0.07254598003
333	0.07232657429
334	0.0722291957
335	0.07203976718
336	0.07190372356
337	0.07177580612
338	0.07165662037
339	0.07142194367
340	0.0711983633
341	0.07103694456
342	0.07087614472
343	0.07066332161
344	0.07039470766
345	0.07025713416
346	0.07005476771
347	0.06990979946
348	0.06963594399
349	0.06940630688
350	0.06928265394
351	0.06908033259
352	0.06894368602
353	0.06859313483
354	0.06839023358
355	0.06821143974
356	0.06800531071
357	0.0678437044
358	0.06763241634
359	0.06749148457
360	0.06733740009
361	0.06716130953
362	0.06702916828
363	0.06691187442
364	0.06666688069
365	0.06646171806
366	0.06624030363
367	0.06597437362
368	0.06589721393
369	0.06576488736
370	0.06556721498
371	0.06542038725
372	0.0653051269
373	0.06503932812
374	0.06490498229
375	0.06478404845
376	0.06462154049
377	0.0644177084
378	0.06434571502
379	0.06413369797
380	0.06397448505
381	0.06372880274
382	0.06340795473
383	0.06323949577
384	0.06310932415
385	0.06304856987
386	0.06291333368
387	0.06277947723
388	0.0626799174
389	0.06252219103
390	0.06233102857
391	0.06223164783
392	0.06211023938
393	0.06194427012
394	0.06182541948
395	0.06166016459
396	0.06152124183
397	0.06135846888
398	0.06127289211
399	0.061157189
400	0.06104096963
401	0.06095000221
402	0.06083527413
403	0.0606706605
404	0.06053833414
405	0.06044338264
406	0.06034360646
407	0.06012723548
408	0.06000665823
409	0.05995534562
410	0.05973644864
411	0.05964589974
412	0.05954269216
413	0.05935113291
414	0.05908090453
415	0.05896867382
416	0.05888565624
417	0.05874835983
418	0.05857842346
419	0.05839673474
420	0.05827827944
421	0.05811486719
422	0.0579590238
423	0.05788379176
424	0.05779692699
425	0.0576891071
426	0.05763035629
427	0.05755379666
428	0.05744466091
429	0.05717328192
430	0.05694325444
431	0.0568900861
432	0.05678675507
433	0.05665465467
434	0.05649825631
435	0.05634588567
436	0.05611463559
437	0.05604981858
438	0.05580629472
439	0.05560072295
440	0.05547817859
441	0.05533886819
442	0.05518459829
443	0.05504506157
444	0.05484086261
445	0.05474207737
446	0.05468663663
447	0.05459210671
448	0.05451660675
449	0.05445807308
450	0.05435247724
451	0.05425620103
452	0.0541612698
453	0.05407598407
454	0.05396772466
455	0.05381003133
456	0.05370510546
457	0.05345070347
458	0.053333631
459	0.05326688441
460	0.05315542993
461	0.05302090511
462	0.05290648872
463	0.05283120655
464	0.05270507161
465	0.0526079972
466	0.05241866888
467	0.05234792226
468	0.05228576019
469	0.05217924
470	0.05203903583
471	0.0519021938
472	0.05174149504
473	0.05166302679
474	0.05155259266
475	0.05142143839
476	0.05138150439
477	0.05128568081
478	0.05113417332
479	0.05106744799
480	0.05095448551
481	0.05090186877
482	0.05079013939
483	0.050696221
484	0.05060029498
485	0.05045745766
486	0.05031157205
487	0.05015461974
488	0.0500007609
489	0.04988466791
490	0.04971824161
491	0.04961927108
492	0.04953248559
493	0.04936022502
494	0.04919162907
495	0.04907430626
496	0.04885773526
497	0.04876600742
498	0.04865055787
499	0.04859199107
500	0.04851802524
501	0.04840566852
502	0.0482818473
503	0.04816084888
504	0.04807780151
505	0.04794776595
506	0.04786276432
507	0.04779284428
508	0.04768750944
509	0.04756610954
510	0.04746445838
511	0.0473870389
512	0.04731184672
513	0.0471547274
514	0.04705768944
515	0.04696217053
516	0.04681089173
517	0.04672255846
518	0.04661697489
519	0.04649876721
520	0.04638795265
521	0.0463126683
522	0.04619870966
523	0.04610078446
524	0.04595526606
525	0.04586388249
526	0.04578570441
527	0.04569978786
528	0.04562916679
529	0.04557298465
530	0.04544296882
531	0.04530273631
532	0.04518096187
533	0.0450716547
534	0.04497399384
535	0.0448828541
536	0.04476797397
537	0.0446812113
538	0.04459486681
539	0.04445593822
540	0.04440225219
541	0.04429285177
542	0.04421124218
543	0.0441284174
544	0.04400926475
545	0.04388418507
546	0.04376845411
547	0.04367737239
548	0.04359714709
549	0.04350789551
550	0.04339755128
551	0.04330132132
552	0.04320882458
553	0.04314013449
554	0.0430203692
555	0.04289807491
556	0.04275224242
557	0.04266623975
558	0.04263054226
559	0.04253761977
560	0.04238726262
561	0.04235751669
562	0.04230227611
563	0.04217930259
564	0.04209836275
565	0.04203652355
566	0.04197062364
567	0.04186311931
568	0.04175692992
569	0.04169954993
570	0.04155936918
571	0.04145184634
572	0.04136682642
573	0.04131677433
574	0.04119489241
575	0.0411024342
576	0.0410354487
577	0.04092586929
578	0.04086449078
579	0.04075344754
580	0.04064317462
581	0.04057056036
582	0.04048807606
583	0.04037030138
584	0.04030958021
585	0.0402279313
586	0.0401312889
587	0.04006590852
588	0.03994520786
589	0.03985613693
590	0.03980607495
591	0.03972446775
592	0.03968657129
593	0.03959377024
594	0.03951179894
595	0.03940410581
596	0.03933267242
597	0.03926264508
598	0.03916935976
599	0.03911626303
600	0.03906331212
601	0.0389992149
602	0.03891912276
603	0.03885183957
604	0.03874613763
605	0.03865702724
606	0.03858417912
607	0.03852622481
608	0.03846716295
609	0.03839779107
610	0.03836669
611	0.03830578564
612	0.0381829919
613	0.03812445804
614	0.03806690897
615	0.03792171733
616	0.0378554273
617	0.03775435739
618	0.03764987452
619	0.03749365748
620	0.03735455439
621	0.03728827928
622	0.03723589597
623	0.03715289638
624	0.03709970583
625	0.03701098272
626	0.03694381886
627	0.0368935169
628	0.0368387932
629	0.03676919687
630	0.0367158033
631	0.03665637177
632	0.0366129664
633	0.03655578541
634	0.036519033
635	0.0364794129
636	0.03641643746
637	0.03634353263
638	0.03628830687
639	0.03622582016
640	0.03614714944
641	0.03609381603
642	0.03606744001
643	0.03601086304
644	0.03595325814
645	0.03587896235
646	0.03581814533
647	0.03576701025
648	0.03570935485
649	0.03563144353
650	0.03556134753
651	0.0354874435
652	0.03542972275
653	0.03537811036
654	0.03532160784
655	0.03527683221
656	0.03518304877
657	0.03504754725
658	0.03495883748
659	0.03490310276
660	0.03481684709
661	0.03475170505
662	0.03460864481
663	0.03454407741
664	0.03448928215
665	0.03439322315
666	0.03432852386
667	0.03423449288
668	0.03417334494
669	0.03413652978
670	0.03408211342
671	0.03403248527
672	0.03394404532
673	0.03383714561
674	0.03377522566
675	0.03372298484
676	0.03367764283
677	0.03359827682
678	0.03352463275
679	0.03347335769
680	0.03342660995
681	0.03336923494
682	0.03327848248
683	0.03319146369
684	0.03315500398
685	0.03308022398
686	0.03303887003
687	0.03300420634
688	0.0329222063
689	0.03289050323
690	0.03284657556
691	0.03280411914
692	0.03272596661
693	0.03266252805
694	0.0326001387
695	0.03254169055
696	0.03248662588
697	0.03241863154
698	0.03231016968
699	0.03224285604
700	0.03217466755
701	0.03211018169
702	0.03204049926
703	0.03200618789
704	0.03196352505
705	0.03191376706
706	0.03182532017
707	0.03175872812
708	0.03169196113
709	0.03160525034
710	0.03155069011
711	0.03150233803
712	0.03141619626
713	0.03136411802
714	0.03134327657
715	0.03128365159
716	0.03124524705
717	0.03120338103
718	0.03116276784
719	0.03107796386
720	0.03102603849
721	0.03093021627
722	0.03088008191
723	0.03085953609
724	0.03078410739
725	0.03070555557
726	0.03067799811
727	0.0306200718
728	0.03059420298
729	0.03053987721
730	0.03050024364
731	0.03043906165
732	0.0303559392
733	0.03027003072
734	0.03023682947
735	0.03015786369
736	0.03009348067
737	0.03002459196
738	0.02997577973
739	0.02993889159
740	0.02986948758
